Horodate;P Soutiree (kW)
07.01.2024 22:10;143149
07.01.2024 22:20;141331
07.01.2024 22:30;143047
07.01.2024 22:40;144287
07.01.2024 22:50;143575
07.01.2024 23:00;142277
07.01.2024 23:10;141218
07.01.2024 23:20;143235
07.01.2024 23:30;142778
07.01.2024 23:40;143531
07.01.2024 23:50;143141
08.01.2024 00:00;160694
08.01.2024 00:10;158317
08.01.2024 00:20;161096
08.01.2024 00:30;159416
08.01.2024 00:40;162233
08.01.2024 00:50;158086
08.01.2024 01:00;161724
08.01.2024 01:10;159417
08.01.2024 01:20;158143
08.01.2024 01:30;158394
08.01.2024 01:40;158639
08.01.2024 01:50;159756
08.01.2024 02:00;159904
08.01.2024 02:10;158259
08.01.2024 02:20;159083
08.01.2024 02:30;162333
08.01.2024 02:40;161711
08.01.2024 02:50;159774
08.01.2024 03:00;159177
08.01.2024 03:10;159300
08.01.2024 03:20;160040
08.01.2024 03:30;157586
08.01.2024 03:40;158734
08.01.2024 03:50;156617
08.01.2024 04:00;159719
08.01.2024 04:10;160091
08.01.2024 04:20;158395
08.01.2024 04:30;161481
08.01.2024 04:40;157281
08.01.2024 04:50;156923
08.01.2024 05:00;159457
08.01.2024 05:10;162731
08.01.2024 05:20;165726
08.01.2024 05:30;164552
08.01.2024 05:40;168898
08.01.2024 05:50;169262
08.01.2024 06:00;171101
08.01.2024 06:10;174725
08.01.2024 06:20;176418
08.01.2024 06:30;175115
08.01.2024 06:40;181735
08.01.2024 06:50;183630
08.01.2024 07:00;182662
08.01.2024 07:10;185554
08.01.2024 07:20;187061
08.01.2024 07:30;188071
08.01.2024 07:40;188215
08.01.2024 07:50;189393
08.01.2024 08:00;191722
08.01.2024 08:10;194879
08.01.2024 08:20;195295
08.01.2024 08:30;195284
08.01.2024 08:40;198358
08.01.2024 08:50;194287
08.01.2024 09:00;201643
08.01.2024 09:10;197310
08.01.2024 09:20;199376
08.01.2024 09:30;198240
08.01.2024 09:40;197978
08.01.2024 09:50;201661
08.01.2024 10:00;199218
08.01.2024 10:10;200440
08.01.2024 10:20;199850
08.01.2024 10:30;200636
08.01.2024 10:40;200035
08.01.2024 10:50;197996
08.01.2024 11:00;201414
08.01.2024 11:10;199179
08.01.2024 11:20;197585
08.01.2024 11:30;199278
08.01.2024 11:40;202171
08.01.2024 11:50;201195
08.01.2024 12:00;191237
08.01.2024 12:10;191236
08.01.2024 12:20;191278
08.01.2024 12:30;194875
08.01.2024 12:40;192333
08.01.2024 12:50;192405
08.01.2024 13:00;199425
08.01.2024 13:10;198238
08.01.2024 13:20;197491
08.01.2024 13:30;197585
08.01.2024 13:40;197773
08.01.2024 13:50;197824
08.01.2024 14:00;198971
08.01.2024 14:10;197958
08.01.2024 14:20;198979
08.01.2024 14:30;197759
08.01.2024 14:40;197998
08.01.2024 14:50;194883
08.01.2024 15:00;199254
08.01.2024 15:10;198400
08.01.2024 15:20;199377
08.01.2024 15:30;193536
08.01.2024 15:40;201013
08.01.2024 15:50;197671
08.01.2024 16:00;199542
08.01.2024 16:10;196320
08.01.2024 16:20;198799
08.01.2024 16:30;196300
08.01.2024 16:40;196944
08.01.2024 16:50;200751
08.01.2024 17:00;193514
08.01.2024 17:10;194126
08.01.2024 17:20;195105
08.01.2024 17:30;194544
08.01.2024 17:40;194026
08.01.2024 17:50;194347
08.01.2024 18:00;197405
08.01.2024 18:10;193714
08.01.2024 18:20;194102
08.01.2024 18:30;195376
08.01.2024 18:40;195458
08.01.2024 18:50;195581
08.01.2024 19:00;180478
08.01.2024 19:10;177805
08.01.2024 19:20;181970
08.01.2024 19:30;177800
08.01.2024 19:40;179974
08.01.2024 19:50;178389
08.01.2024 20:00;179424
08.01.2024 20:10;180013
08.01.2024 20:20;180002
08.01.2024 20:30;180153
08.01.2024 20:40;181941
08.01.2024 20:50;180200
08.01.2024 21:00;166914
08.01.2024 21:10;168726
08.01.2024 21:20;169064
08.01.2024 21:30;165439
08.01.2024 21:40;168176
08.01.2024 21:50;168332
08.01.2024 22:00;166834
08.01.2024 22:10;169344
08.01.2024 22:20;167055
08.01.2024 22:30;167468
08.01.2024 22:40;167020
08.01.2024 22:50;167303
08.01.2024 23:00;165636
08.01.2024 23:10;165120
08.01.2024 23:20;169672
08.01.2024 23:30;166010
08.01.2024 23:40;165793
08.01.2024 23:50;164050
09.01.2024 00:00;158162
09.01.2024 00:10;157135
09.01.2024 00:20;161583
09.01.2024 00:30;160635
09.01.2024 00:40;158088
09.01.2024 00:50;162499
09.01.2024 01:00;160593
09.01.2024 01:10;158633
09.01.2024 01:20;155371
09.01.2024 01:30;162556
09.01.2024 01:40;157036
09.01.2024 01:50;156652
09.01.2024 02:00;160654
09.01.2024 02:10;162780
09.01.2024 02:20;161196
09.01.2024 02:30;159966
09.01.2024 02:40;160012
09.01.2024 02:50;160400
09.01.2024 03:00;160258
09.01.2024 03:10;159542
09.01.2024 03:20;159276
09.01.2024 03:30;159026
09.01.2024 03:40;157989
09.01.2024 03:50;158699
09.01.2024 04:00;156581
09.01.2024 04:10;158972
09.01.2024 04:20;157637
09.01.2024 04:30;157465
09.01.2024 04:40;159390
09.01.2024 04:50;161208
09.01.2024 05:00;160497
09.01.2024 05:10;158804
09.01.2024 05:20;161716
09.01.2024 05:30;166651
09.01.2024 05:40;165806
09.01.2024 05:50;168983
09.01.2024 06:00;172185
09.01.2024 06:10;171947
09.01.2024 06:20;175598
09.01.2024 06:30;175479
09.01.2024 06:40;178618
09.01.2024 06:50;182040
09.01.2024 07:00;181211
09.01.2024 07:10;185621
09.01.2024 07:20;186291
09.01.2024 07:30;188509
09.01.2024 07:40;189376
09.01.2024 07:50;192446
09.01.2024 08:00;191948
09.01.2024 08:10;192476
09.01.2024 08:20;194663
09.01.2024 08:30;196655
09.01.2024 08:40;197273
09.01.2024 08:50;198621
09.01.2024 09:00;198867
09.01.2024 09:10;198926
09.01.2024 09:20;197816
09.01.2024 09:30;202544
09.01.2024 09:40;198054
09.01.2024 09:50;198881
09.01.2024 10:00;198842
09.01.2024 10:10;201262
09.01.2024 10:20;199478
09.01.2024 10:30;201792
09.01.2024 10:40;198910
09.01.2024 10:50;200338
09.01.2024 11:00;198667
09.01.2024 11:10;203138
09.01.2024 11:20;198139
09.01.2024 11:30;200385
09.01.2024 11:40;200871
09.01.2024 11:50;200541
09.01.2024 12:00;191482
09.01.2024 12:10;191565
09.01.2024 12:20;191826
09.01.2024 12:30;191539
09.01.2024 12:40;193206
09.01.2024 12:50;195076
09.01.2024 13:00;197044
09.01.2024 13:10;195825
09.01.2024 13:20;197748
09.01.2024 13:30;201750
09.01.2024 13:40;196674
09.01.2024 13:50;200339
09.01.2024 14:00;200397
09.01.2024 14:10;197050
09.01.2024 14:20;198733
09.01.2024 14:30;200323
09.01.2024 14:40;197311
09.01.2024 14:50;197575
09.01.2024 15:00;197007
09.01.2024 15:10;196358
09.01.2024 15:20;196906
09.01.2024 15:30;196044
09.01.2024 15:40;197931
09.01.2024 15:50;196725
09.01.2024 16:00;198231
09.01.2024 16:10;195546
09.01.2024 16:20;198376
09.01.2024 16:30;199130
09.01.2024 16:40;194889
09.01.2024 16:50;198441
09.01.2024 17:00;195642
09.01.2024 17:10;191986
09.01.2024 17:20;196309
09.01.2024 17:30;194429
09.01.2024 17:40;192742
09.01.2024 17:50;193716
09.01.2024 18:00;194637
09.01.2024 18:10;193914
09.01.2024 18:20;194608
09.01.2024 18:30;192419
09.01.2024 18:40;194054
09.01.2024 18:50;191679
09.01.2024 19:00;179353
09.01.2024 19:10;178164
09.01.2024 19:20;178417
09.01.2024 19:30;181374
09.01.2024 19:40;181157
09.01.2024 19:50;180434
09.01.2024 20:00;177882
09.01.2024 20:10;179045
09.01.2024 20:20;181340
09.01.2024 20:30;179733
09.01.2024 20:40;182999
09.01.2024 20:50;180110
09.01.2024 21:00;167568
09.01.2024 21:10;166816
09.01.2024 21:20;167480
09.01.2024 21:30;167051
09.01.2024 21:40;168342
09.01.2024 21:50;168715
09.01.2024 22:00;166101
09.01.2024 22:10;165283
09.01.2024 22:20;164526
09.01.2024 22:30;168042
09.01.2024 22:40;165625
09.01.2024 22:50;164051
09.01.2024 23:00;167863
09.01.2024 23:10;171019
09.01.2024 23:20;167271
09.01.2024 23:30;168538
09.01.2024 23:40;167403
09.01.2024 23:50;167132
10.01.2024 00:00;160499
10.01.2024 00:10;158685
10.01.2024 00:20;159521
10.01.2024 00:30;159603
10.01.2024 00:40;158118
10.01.2024 00:50;160608
10.01.2024 01:00;158858
10.01.2024 01:10;157986
10.01.2024 01:20;159925
10.01.2024 01:30;157772
10.01.2024 01:40;159162
10.01.2024 01:50;159106
10.01.2024 02:00;160749
10.01.2024 02:10;159832
10.01.2024 02:20;159082
10.01.2024 02:30;160347
10.01.2024 02:40;161205
10.01.2024 02:50;159957
10.01.2024 03:00;159136
10.01.2024 03:10;157152
10.01.2024 03:20;157522
10.01.2024 03:30;158662
10.01.2024 03:40;158206
10.01.2024 03:50;158840
10.01.2024 04:00;159205
10.01.2024 04:10;159915
10.01.2024 04:20;159014
10.01.2024 04:30;159850
10.01.2024 04:40;159217
10.01.2024 04:50;156157
10.01.2024 05:00;157711
10.01.2024 05:10;160944
10.01.2024 05:20;161385
10.01.2024 05:30;166140
10.01.2024 05:40;169576
10.01.2024 05:50;171148
10.01.2024 06:00;171040
10.01.2024 06:10;175636
10.01.2024 06:20;175663
10.01.2024 06:30;176974
10.01.2024 06:40;178600
10.01.2024 06:50;181106
10.01.2024 07:00;183018
10.01.2024 07:10;185216
10.01.2024 07:20;186561
10.01.2024 07:30;187685
10.01.2024 07:40;189695
10.01.2024 07:50;192186
10.01.2024 08:00;193184
10.01.2024 08:10;190893
10.01.2024 08:20;190649
10.01.2024 08:30;197241
10.01.2024 08:40;195150
10.01.2024 08:50;198223
10.01.2024 09:00;198165
10.01.2024 09:10;197217
10.01.2024 09:20;200732
10.01.2024 09:30;201059
10.01.2024 09:40;199055
10.01.2024 09:50;196033
10.01.2024 10:00;199101
10.01.2024 10:10;200508
10.01.2024 10:20;197702
10.01.2024 10:30;200195
10.01.2024 10:40;199897
10.01.2024 10:50;200789
10.01.2024 11:00;200099
10.01.2024 11:10;198460
10.01.2024 11:20;201715
10.01.2024 11:30;199682
10.01.2024 11:40;199879
10.01.2024 11:50;198520
10.01.2024 12:00;191095
10.01.2024 12:10;190433
10.01.2024 12:20;191501
10.01.2024 12:30;194328
10.01.2024 12:40;189702
10.01.2024 12:50;189340
10.01.2024 13:00;200087
10.01.2024 13:10;197566
10.01.2024 13:20;196876
10.01.2024 13:30;199440
10.01.2024 13:40;196972
10.01.2024 13:50;200619
10.01.2024 14:00;198897
10.01.2024 14:10;197148
10.01.2024 14:20;201116
10.01.2024 14:30;196971
10.01.2024 14:40;198993
10.01.2024 14:50;198329
10.01.2024 15:00;199833
10.01.2024 15:10;200222
10.01.2024 15:20;197928
10.01.2024 15:30;196750
10.01.2024 15:40;198570
10.01.2024 15:50;196863
10.01.2024 16:00;200900
10.01.2024 16:10;198085
10.01.2024 16:20;197332
10.01.2024 16:30;198157
10.01.2024 16:40;195859
10.01.2024 16:50;196423
10.01.2024 17:00;195601
10.01.2024 17:10;192815
10.01.2024 17:20;192230
10.01.2024 17:30;194605
10.01.2024 17:40;195579
10.01.2024 17:50;194878
10.01.2024 18:00;195294
10.01.2024 18:10;192665
10.01.2024 18:20;191667
10.01.2024 18:30;196052
10.01.2024 18:40;193316
10.01.2024 18:50;193424
10.01.2024 19:00;181512
10.01.2024 19:10;180354
10.01.2024 19:20;180204
10.01.2024 19:30;182768
10.01.2024 19:40;178555
10.01.2024 19:50;180912
10.01.2024 20:00;179606
10.01.2024 20:10;179923
10.01.2024 20:20;181813
10.01.2024 20:30;180282
10.01.2024 20:40;180327
10.01.2024 20:50;181129
10.01.2024 21:00;166733
10.01.2024 21:10;166021
10.01.2024 21:20;165713
10.01.2024 21:30;164330
10.01.2024 21:40;170364
10.01.2024 21:50;165625
10.01.2024 22:00;166948
10.01.2024 22:10;166865
10.01.2024 22:20;167741
10.01.2024 22:30;168504
10.01.2024 22:40;168571
10.01.2024 22:50;166405
10.01.2024 23:00;167029
10.01.2024 23:10;167704
10.01.2024 23:20;166907
10.01.2024 23:30;169691
10.01.2024 23:40;168016
10.01.2024 23:50;168382
11.01.2024 00:00;160114
11.01.2024 00:10;160880
11.01.2024 00:20;159392
11.01.2024 00:30;157175
11.01.2024 00:40;159720
11.01.2024 00:50;158143
11.01.2024 01:00;158327
11.01.2024 01:10;160000
11.01.2024 01:20;160977
11.01.2024 01:30;159152
11.01.2024 01:40;159583
11.01.2024 01:50;161673
11.01.2024 02:00;159481
11.01.2024 02:10;163023
11.01.2024 02:20;159968
11.01.2024 02:30;156479
11.01.2024 02:40;160250
11.01.2024 02:50;159692
11.01.2024 03:00;161055
11.01.2024 03:10;160130
11.01.2024 03:20;158912
11.01.2024 03:30;157284
11.01.2024 03:40;158806
11.01.2024 03:50;157844
11.01.2024 04:00;158249
11.01.2024 04:10;160003
11.01.2024 04:20;161625
11.01.2024 04:30;159712
11.01.2024 04:40;157326
11.01.2024 04:50;159787
11.01.2024 05:00;160915
11.01.2024 05:10;160245
11.01.2024 05:20;162999
11.01.2024 05:30;165262
11.01.2024 05:40;166103
11.01.2024 05:50;170292
11.01.2024 06:00;171179
11.01.2024 06:10;174029
11.01.2024 06:20;174109
11.01.2024 06:30;176824
11.01.2024 06:40;180604
11.01.2024 06:50;181001
11.01.2024 07:00;186190
11.01.2024 07:10;184361
11.01.2024 07:20;186657
11.01.2024 07:30;189079
11.01.2024 07:40;186912
11.01.2024 07:50;187759
11.01.2024 08:00;189472
11.01.2024 08:10;195014
11.01.2024 08:20;193652
11.01.2024 08:30;199677
11.01.2024 08:40;196354
11.01.2024 08:50;198837
11.01.2024 09:00;202233
11.01.2024 09:10;202929
11.01.2024 09:20;203012
11.01.2024 09:30;201733
11.01.2024 09:40;201456
11.01.2024 09:50;200809
11.01.2024 10:00;201088
11.01.2024 10:10;199093
11.01.2024 10:20;198693
11.01.2024 10:30;199915
11.01.2024 10:40;199665
11.01.2024 10:50;199240
11.01.2024 11:00;200965
11.01.2024 11:10;201353
11.01.2024 11:20;200053
11.01.2024 11:30;202136
11.01.2024 11:40;198207
11.01.2024 11:50;199630
11.01.2024 12:00;190685
11.01.2024 12:10;188960
11.01.2024 12:20;191636
11.01.2024 12:30;191577
11.01.2024 12:40;194030
11.01.2024 12:50;192706
11.01.2024 13:00;196344
11.01.2024 13:10;200661
11.01.2024 13:20;199712
11.01.2024 13:30;198753
11.01.2024 13:40;197540
11.01.2024 13:50;196441
11.01.2024 14:00;197322
11.01.2024 14:10;199513
11.01.2024 14:20;200707
11.01.2024 14:30;200195
11.01.2024 14:40;197147
11.01.2024 14:50;196201
11.01.2024 15:00;198091
11.01.2024 15:10;195227
11.01.2024 15:20;198365
11.01.2024 15:30;197659
11.01.2024 15:40;197181
11.01.2024 15:50;195488
11.01.2024 16:00;198650
11.01.2024 16:10;197081
11.01.2024 16:20;196125
11.01.2024 16:30;193572
11.01.2024 16:40;197839
11.01.2024 16:50;200538
11.01.2024 17:00;196292
11.01.2024 17:10;193114
11.01.2024 17:20;192897
11.01.2024 17:30;194503
11.01.2024 17:40;192302
11.01.2024 17:50;194253
11.01.2024 18:00;194949
11.01.2024 18:10;195640
11.01.2024 18:20;193650
11.01.2024 18:30;193494
11.01.2024 18:40;192483
11.01.2024 18:50;192560
11.01.2024 19:00;179180
11.01.2024 19:10;180071
11.01.2024 19:20;180890
11.01.2024 19:30;178315
11.01.2024 19:40;181759
11.01.2024 19:50;179113
11.01.2024 20:00;179488
11.01.2024 20:10;178399
11.01.2024 20:20;175884
11.01.2024 20:30;180846
11.01.2024 20:40;180625
11.01.2024 20:50;179098
11.01.2024 21:00;167380
11.01.2024 21:10;168054
11.01.2024 21:20;164936
11.01.2024 21:30;166486
11.01.2024 21:40;168471
11.01.2024 21:50;165399
11.01.2024 22:00;167720
11.01.2024 22:10;165245
11.01.2024 22:20;167980
11.01.2024 22:30;167227
11.01.2024 22:40;164857
11.01.2024 22:50;169027
11.01.2024 23:00;166178
11.01.2024 23:10;166065
11.01.2024 23:20;167581
11.01.2024 23:30;169003
11.01.2024 23:40;165756
11.01.2024 23:50;167373
12.01.2024 00:00;159763
12.01.2024 00:10;160160
12.01.2024 00:20;159385
12.01.2024 00:30;158569
12.01.2024 00:40;157879
12.01.2024 00:50;159249
12.01.2024 01:00;157512
12.01.2024 01:10;154738
12.01.2024 01:20;159775
12.01.2024 01:30;160476
12.01.2024 01:40;155576
12.01.2024 01:50;157605
12.01.2024 02:00;160049
12.01.2024 02:10;162206
12.01.2024 02:20;159151
12.01.2024 02:30;158028
12.01.2024 02:40;158846
12.01.2024 02:50;161182
12.01.2024 03:00;158151
12.01.2024 03:10;157921
12.01.2024 03:20;158396
12.01.2024 03:30;157690
12.01.2024 03:40;159304
12.01.2024 03:50;161557
12.01.2024 04:00;159605
12.01.2024 04:10;158741
12.01.2024 04:20;158682
12.01.2024 04:30;156775
12.01.2024 04:40;160445
12.01.2024 04:50;159003
12.01.2024 05:00;158849
12.01.2024 05:10;165950
12.01.2024 05:20;163648
12.01.2024 05:30;164112
12.01.2024 05:40;166640
12.01.2024 05:50;171043
12.01.2024 06:00;171530
12.01.2024 06:10;171243
12.01.2024 06:20;176819
12.01.2024 06:30;176478
12.01.2024 06:40;182330
12.01.2024 06:50;183180
12.01.2024 07:00;182929
12.01.2024 07:10;186882
12.01.2024 07:20;186422
12.01.2024 07:30;188959
12.01.2024 07:40;189767
12.01.2024 07:50;189130
12.01.2024 08:00;190795
12.01.2024 08:10;194665
12.01.2024 08:20;193978
12.01.2024 08:30;195235
12.01.2024 08:40;195767
12.01.2024 08:50;199195
12.01.2024 09:00;203014
12.01.2024 09:10;198319
12.01.2024 09:20;199956
12.01.2024 09:30;202038
12.01.2024 09:40;199801
12.01.2024 09:50;200599
12.01.2024 10:00;198326
12.01.2024 10:10;200562
12.01.2024 10:20;199639
12.01.2024 10:30;201399
12.01.2024 10:40;201701
12.01.2024 10:50;203804
12.01.2024 11:00;200789
12.01.2024 11:10;200409
12.01.2024 11:20;200212
12.01.2024 11:30;199390
12.01.2024 11:40;200428
12.01.2024 11:50;199477
12.01.2024 12:00;192013
12.01.2024 12:10;193736
12.01.2024 12:20;190250
12.01.2024 12:30;193470
12.01.2024 12:40;193736
12.01.2024 12:50;191583
12.01.2024 13:00;194697
12.01.2024 13:10;196968
12.01.2024 13:20;199825
12.01.2024 13:30;197846
12.01.2024 13:40;196381
12.01.2024 13:50;197123
12.01.2024 14:00;199141
12.01.2024 14:10;198700
12.01.2024 14:20;197522
12.01.2024 14:30;197330
12.01.2024 14:40;197292
12.01.2024 14:50;196496
12.01.2024 15:00;200303
12.01.2024 15:10;197397
12.01.2024 15:20;199706
12.01.2024 15:30;200162
12.01.2024 15:40;199377
12.01.2024 15:50;197233
12.01.2024 16:00;198486
12.01.2024 16:10;197844
12.01.2024 16:20;196524
12.01.2024 16:30;198367
12.01.2024 16:40;196111
12.01.2024 16:50;199662
12.01.2024 17:00;193103
12.01.2024 17:10;194102
12.01.2024 17:20;194225
12.01.2024 17:30;193412
12.01.2024 17:40;194680
12.01.2024 17:50;193088
12.01.2024 18:00;195107
12.01.2024 18:10;191781
12.01.2024 18:20;193990
12.01.2024 18:30;196708
12.01.2024 18:40;192300
12.01.2024 18:50;192783
12.01.2024 19:00;180291
12.01.2024 19:10;179789
12.01.2024 19:20;180046
12.01.2024 19:30;180254
12.01.2024 19:40;180472
12.01.2024 19:50;181185
12.01.2024 20:00;180135
12.01.2024 20:10;179158
12.01.2024 20:20;180529
12.01.2024 20:30;182370
12.01.2024 20:40;179321
12.01.2024 20:50;178058
12.01.2024 21:00;168941
12.01.2024 21:10;167099
12.01.2024 21:20;164021
12.01.2024 21:30;168551
12.01.2024 21:40;166477
12.01.2024 21:50;167144
12.01.2024 22:00;167778
12.01.2024 22:10;167566
12.01.2024 22:20;168344
12.01.2024 22:30;166627
12.01.2024 22:40;168050
12.01.2024 22:50;166891
12.01.2024 23:00;168388
12.01.2024 23:10;168203
12.01.2024 23:20;165877
12.01.2024 23:30;168909
12.01.2024 23:40;166476
12.01.2024 23:50;168492
13.01.2024 00:00;135803
13.01.2024 00:10;138009
13.01.2024 00:20;134917
13.01.2024 00:30;134728
13.01.2024 00:40;135223
13.01.2024 00:50;134797
13.01.2024 01:00;136452
13.01.2024 01:10;132828
13.01.2024 01:20;133671
13.01.2024 01:30;133650
13.01.2024 01:40;136677
13.01.2024 01:50;137818
13.01.2024 02:00;135095
13.01.2024 02:10;134999
13.01.2024 02:20;135357
13.01.2024 02:30;136995
13.01.2024 02:40;133861
13.01.2024 02:50;135610
13.01.2024 03:00;136715
13.01.2024 03:10;136004
13.01.2024 03:20;135536
13.01.2024 03:30;136754
13.01.2024 03:40;131197
13.01.2024 03:50;136269
13.01.2024 04:00;134271
13.01.2024 04:10;132506
13.01.2024 04:20;136019
13.01.2024 04:30;137312
13.01.2024 04:40;135046
13.01.2024 04:50;136681
13.01.2024 05:00;137670
13.01.2024 05:10;138958
13.01.2024 05:20;141180
13.01.2024 05:30;141567
13.01.2024 05:40;142301
13.01.2024 05:50;141519
13.01.2024 06:00;145287
13.01.2024 06:10;146125
13.01.2024 06:20;152380
13.01.2024 06:30;150594
13.01.2024 06:40;152777
13.01.2024 06:50;155153
13.01.2024 07:00;156125
13.01.2024 07:10;159759
13.01.2024 07:20;157438
13.01.2024 07:30;159820
13.01.2024 07:40;159570
13.01.2024 07:50;159860
13.01.2024 08:00;162078
13.01.2024 08:10;164096
13.01.2024 08:20;164664
13.01.2024 08:30;165425
13.01.2024 08:40;165511
13.01.2024 08:50;168651
13.01.2024 09:00;167675
13.01.2024 09:10;171072
13.01.2024 09:20;170056
13.01.2024 09:30;167746
13.01.2024 09:40;169468
13.01.2024 09:50;168804
13.01.2024 10:00;170411
13.01.2024 10:10;171943
13.01.2024 10:20;167119
13.01.2024 10:30;170105
13.01.2024 10:40;169692
13.01.2024 10:50;170939
13.01.2024 11:00;170252
13.01.2024 11:10;168804
13.01.2024 11:20;169453
13.01.2024 11:30;168738
13.01.2024 11:40;171546
13.01.2024 11:50;169964
13.01.2024 12:00;165848
13.01.2024 12:10;162905
13.01.2024 12:20;161933
13.01.2024 12:30;160725
13.01.2024 12:40;160291
13.01.2024 12:50;160620
13.01.2024 13:00;168599
13.01.2024 13:10;168961
13.01.2024 13:20;165826
13.01.2024 13:30;169541
13.01.2024 13:40;167473
13.01.2024 13:50;168418
13.01.2024 14:00;170616
13.01.2024 14:10;169543
13.01.2024 14:20;167795
13.01.2024 14:30;166861
13.01.2024 14:40;164970
13.01.2024 14:50;167119
13.01.2024 15:00;167881
13.01.2024 15:10;166717
13.01.2024 15:20;168001
13.01.2024 15:30;168313
13.01.2024 15:40;167861
13.01.2024 15:50;167223
13.01.2024 16:00;168451
13.01.2024 16:10;168861
13.01.2024 16:20;166562
13.01.2024 16:30;170314
13.01.2024 16:40;168050
13.01.2024 16:50;168226
13.01.2024 17:00;165792
13.01.2024 17:10;165080
13.01.2024 17:20;166160
13.01.2024 17:30;165161
13.01.2024 17:40;163811
13.01.2024 17:50;165272
13.01.2024 18:00;163014
13.01.2024 18:10;164893
13.01.2024 18:20;164680
13.01.2024 18:30;164418
13.01.2024 18:40;164537
13.01.2024 18:50;161907
13.01.2024 19:00;151769
13.01.2024 19:10;152731
13.01.2024 19:20;152832
13.01.2024 19:30;151050
13.01.2024 19:40;154491
13.01.2024 19:50;151293
13.01.2024 20:00;154046
13.01.2024 20:10;153233
13.01.2024 20:20;151623
13.01.2024 20:30;155255
13.01.2024 20:40;150802
13.01.2024 20:50;153971
13.01.2024 21:00;143689
13.01.2024 21:10;141182
13.01.2024 21:20;144277
13.01.2024 21:30;141813
13.01.2024 21:40;142621
13.01.2024 21:50;142578
13.01.2024 22:00;141987
13.01.2024 22:10;143404
13.01.2024 22:20;143378
13.01.2024 22:30;139565
13.01.2024 22:40;144145
13.01.2024 22:50;139694
13.01.2024 23:00;143737
13.01.2024 23:10;143878
13.01.2024 23:20;140552
13.01.2024 23:30;141572
13.01.2024 23:40;140529
13.01.2024 23:50;141866
14.01.2024 00:00;134790
14.01.2024 00:10;136421
14.01.2024 00:20;137217
14.01.2024 00:30;137346
14.01.2024 00:40;134409
14.01.2024 00:50;134938
14.01.2024 01:00;132727
14.01.2024 01:10;134043
14.01.2024 01:20;136699
14.01.2024 01:30;137675
14.01.2024 01:40;133400
14.01.2024 01:50;134363
14.01.2024 02:00;135212
14.01.2024 02:10;135672
14.01.2024 02:20;134038
14.01.2024 02:30;135888
14.01.2024 02:40;134541
14.01.2024 02:50;135230
14.01.2024 03:00;136071
14.01.2024 03:10;135262
14.01.2024 03:20;134597
14.01.2024 03:30;135088
14.01.2024 03:40;135119
14.01.2024 03:50;134697
14.01.2024 04:00;134864
14.01.2024 04:10;137650
14.01.2024 04:20;136093
14.01.2024 04:30;134809
14.01.2024 04:40;136297
14.01.2024 04:50;134751
14.01.2024 05:00;137012
14.01.2024 05:10;137540
14.01.2024 05:20;138559
14.01.2024 05:30;141126
14.01.2024 05:40;139832
14.01.2024 05:50;142232
14.01.2024 06:00;143865
14.01.2024 06:10;147604
14.01.2024 06:20;151723
14.01.2024 06:30;154205
14.01.2024 06:40;153549
14.01.2024 06:50;155077
14.01.2024 07:00;153358
14.01.2024 07:10;156402
14.01.2024 07:20;157190
14.01.2024 07:30;158597
14.01.2024 07:40;160432
14.01.2024 07:50;161132
14.01.2024 08:00;160027
14.01.2024 08:10;165274
14.01.2024 08:20;163699
14.01.2024 08:30;166823
14.01.2024 08:40;170731
14.01.2024 08:50;167397
14.01.2024 09:00;166137
14.01.2024 09:10;169503
14.01.2024 09:20;171583
14.01.2024 09:30;172870
14.01.2024 09:40;168088
14.01.2024 09:50;170677
14.01.2024 10:00;169234
14.01.2024 10:10;169773
14.01.2024 10:20;173899
14.01.2024 10:30;167678
14.01.2024 10:40;170313
14.01.2024 10:50;170634
14.01.2024 11:00;171561
14.01.2024 11:10;170079
14.01.2024 11:20;170394
14.01.2024 11:30;169345
14.01.2024 11:40;170336
14.01.2024 11:50;169417
14.01.2024 12:00;163928
14.01.2024 12:10;162442
14.01.2024 12:20;163562
14.01.2024 12:30;162952
14.01.2024 12:40;164685
14.01.2024 12:50;162919
14.01.2024 13:00;165538
14.01.2024 13:10;170091
14.01.2024 13:20;166839
14.01.2024 13:30;167217
14.01.2024 13:40;167305
14.01.2024 13:50;170260
14.01.2024 14:00;164994
14.01.2024 14:10;172905
14.01.2024 14:20;169782
14.01.2024 14:30;168533
14.01.2024 14:40;168116
14.01.2024 14:50;168626
14.01.2024 15:00;168980
14.01.2024 15:10;169166
14.01.2024 15:20;169031
14.01.2024 15:30;168332
14.01.2024 15:40;167902
14.01.2024 15:50;167971
14.01.2024 16:00;167906
14.01.2024 16:10;169899
14.01.2024 16:20;169088
14.01.2024 16:30;163787
14.01.2024 16:40;169182
14.01.2024 16:50;168490
14.01.2024 17:00;164702
14.01.2024 17:10;164147
14.01.2024 17:20;166416
14.01.2024 17:30;166151
14.01.2024 17:40;163571
14.01.2024 17:50;165341
14.01.2024 18:00;163273
14.01.2024 18:10;162661
14.01.2024 18:20;163790
14.01.2024 18:30;166024
14.01.2024 18:40;166160
14.01.2024 18:50;165500
14.01.2024 19:00;153680
14.01.2024 19:10;153366
14.01.2024 19:20;151630
14.01.2024 19:30;153240
14.01.2024 19:40;153793
14.01.2024 19:50;153723
14.01.2024 20:00;154375
14.01.2024 20:10;153654
14.01.2024 20:20;153119
